inverter_sn,date,ac_power,ac_energy_total,ac_energy_today,temperature,dc_1_voltage,dc_1_current,dc_2_voltage,dc_2_current,dc_3_voltage,dc_3_current,dc_4_voltage,dc_4_current,ac_frequency,ac_r_voltage,ac_r_current,ac_s_voltage,ac_s_current,ac_t_voltage,ac_t_current,ac_power_ratio,ac_power_limit_factor,error_description,error_category
123456789B987654,2023-01-02 13:21:40,370,6,2,28.2,298.5,0.8,296.9,0.8,0,0,0,0,49.98,227.6,0.9,232.7,0.9,228.7,0.9,110,1,,
123456789B987654,2023-01-02 13:16:40,520,6,1.9,27.8,310.5,1,305.3,1,0,0,0,0,49.98,228.8,1,237,1,230,1.1,110,1,,
123456789B987654,2023-01-02 13:11:40,420,6,1.9,28.7,310.2,0.9,308.6,0.9,0,0,0,0,49.98,228.6,0.9,235.9,0.9,230.7,0.9,110,1,,
123456789B987654,2023-01-02 13:06:40,510,6,1.8,28,306.4,1,305.2,1,0,0,0,0,49.98,228.2,1,236.5,1,230.2,1,110,1,,
123456789B987654,2023-01-02 13:01:40,560,6,1.8,27.8,302.2,1.1,304.9,1.1,0,0,0,0,49.96,228.1,1.1,234.5,1.1,228.1,1.1,110,1,,
123456789B987654,2023-01-02 12:56:40,570,5,1.7,27.9,308.3,1.1,311,1.1,0,0,0,0,50,225.9,1.1,234.5,1.1,229.6,1.1,110,1,,
123456789B987654,2023-01-02 12:51:40,640,5,1.7,28.9,308.1,1.2,307.3,1.2,0,0,0,0,49.99,225.9,1.2,233.8,1.1,229.8,1.2,110,1,,
123456789B987654,2023-01-02 12:46:40,510,5,1.6,28.2,304.3,1,310.5,1,0,0,0,0,49.97,230.5,1,238.2,1,232.1,1,110,1,,
123456789B987654,2023-01-02 12:41:40,600,5,1.6,28,308.3,1.2,310.6,1.2,0,0,0,0,49.97,230.9,1.1,238.2,1.1,232.4,1.1,110,1,,
123456789B987654,2023-01-02 12:36:40,510,5,1.6,28.3,308.6,1,303.3,1,0,0,0,0,49.97,231.1,1,237.1,1,232.4,1,110,1,,
123456789B987654,2023-01-02 12:31:40,480,5,1.5,28.7,304.3,1,295.3,1,0,0,0,0,49.97,229.3,1,239.1,1,231.6,1,110,1,,
123456789B987654,2023-01-02 12:26:40,630,5,1.5,28.7,302.7,1.2,310.5,1.2,0,0,0,0,49.97,231.9,1.1,239.2,1.1,230.5,1.2,110,1,,
123456789B987654,2023-01-02 12:21:40,670,5,1.4,29.3,310.3,1.3,311.4,1.2,0,0,0,0,50,229,1.2,235.9,1.2,230,1.2,110,1,,
123456789B987654,2023-01-02 12:16:40,740,5,1.4,29.4,314.4,1.4,310.6,1.4,0,0,0,0,49.99,231.6,1.3,239.2,1.2,230.9,1.3,110,1,,
123456789B987654,2023-01-02 12:11:40,800,5,1.3,28.1,310.4,1.5,311.1,1.5,0,0,0,0,49.99,231.5,1.3,239.6,1.3,229.3,1.3,110,1,,
123456789B987654,2023-01-02 12:06:40,740,5,1.2,29.1,318.4,1.4,310.7,1.4,0,0,0,0,49.97,231.4,1.3,236.5,1.2,229.8,1.3,110,1,,
123456789B987654,2023-01-02 12:01:40,680,5,1.2,29,310.4,1.3,309.9,1.3,0,0,0,0,49.95,230.4,1.2,234.6,1.2,231.7,1.2,110,1,,
123456789B987654,2023-01-02 11:56:40,630,5,1.1,28.5,310.2,1.2,312.4,1.2,0,0,0,0,49.98,228.7,1.2,236,1.1,230.5,1.2,110,1,,
123456789B987654,2023-01-02 11:51:40,690,5,1.1,28.9,306.4,1.3,304.1,1.3,0,0,0,0,49.98,230.6,1.2,237.6,1.2,228.7,1.2,110,1,,
123456789B987654,2023-01-02 11:46:40,700,5,1,28.9,306.3,1.3,305.4,1.3,0,0,0,0,49.96,230.4,1.2,236.4,1.2,227.9,1.2,110,1,,
123456789B987654,2023-01-02 11:41:40,710,5,0.9,28.9,310.5,1.4,309.3,1.3,0,0,0,0,49.97,230.2,1.3,236.8,1.2,228.2,1.3,110,1,,
123456789B987654,2023-01-02 11:36:40,770,5,0.9,27.7,314.3,1.4,312.6,1.4,0,0,0,0,49.99,230.3,1.3,237.4,1.3,228.7,1.3,110,1,,
123456789B987654,2023-01-02 11:31:40,540,5,0.8,26.9,306.4,1.1,304.8,1.1,0,0,0,0,49.99,228.1,1.1,237.1,1.1,228.5,1.1,110,1,,
123456789B987654,2023-01-02 11:26:40,410,5,0.8,28.1,304.4,0.9,311.1,0.8,0,0,0,0,49.99,227.3,1,237.1,0.9,229.9,1,110,1,,
123456789B987654,2023-01-02 11:21:40,430,5,0.8,28.3,308.7,0.9,303.2,0.9,0,0,0,0,49.99,229.5,0.9,235.3,0.9,228.9,0.9,110,1,,
123456789B987654,2023-01-02 11:16:40,480,4,0.7,28,300.3,1,295.1,1,0,0,0,0,50,230.6,1,232.9,1,230.2,1,110,1,,
123456789B987654,2023-01-02 11:11:40,570,4,0.7,27.2,312.6,1.1,314.8,1.1,0,0,0,0,49.99,231.7,1.1,236.7,1.1,229.7,1.1,110,1,,
123456789B987654,2023-01-02 11:06:40,850,4,0.6,27.5,312.2,1.6,318.3,1.5,0,0,0,0,49.98,232.3,1.4,238.1,1.4,229.3,1.4,110,1,,
123456789B987654,2023-01-02 11:01:40,1000,4,0.5,27.2,312.3,1.8,314.3,1.8,0,0,0,0,49.97,233.8,1.6,238.8,1.6,231.6,1.6,110,1,,
123456789B987654,2023-01-02 10:56:40,1000,4,0.5,26.8,318,1.8,318.4,1.8,0,0,0,0,49.99,233.5,1.5,238.2,1.5,230.6,1.5,110,1,,
123456789B987654,2023-01-02 10:51:40,780,4,0.4,26.4,314.6,1.5,314.2,1.4,0,0,0,0,49.99,233.1,1.3,236.9,1.3,230.8,1.3,110,1,,
123456789B987654,2023-01-02 10:46:40,380,4,0.3,26,306.3,0.8,307,0.8,0,0,0,0,49.98,231.7,0.9,237.4,0.9,228.2,0.9,110,1,,
123456789B987654,2023-01-02 10:41:40,390,4,0.3,26.4,307.1,0.8,310.5,0.8,0,0,0,0,49.99,230.8,0.9,237.2,0.9,229.3,0.9,110,1,,
123456789B987654,2023-01-02 10:36:40,350,4,0.3,25.3,307.2,0.8,302.7,0.7,0,0,0,0,49.98,228.4,0.9,235.6,0.8,229.2,0.9,110,1,,
123456789B987654,2023-01-02 10:31:40,460,4,0.2,26.5,299.4,1,310.5,0.9,0,0,0,0,49.97,230.1,1,234.9,1,230.4,1,110,1,,
123456789B987654,2023-01-02 10:26:40,270,4,0.2,25.8,303.8,0.6,305,0.6,0,0,0,0,49.99,229.2,0.8,236.4,0.8,230.7,0.8,110,1,,
123456789B987654,2023-01-02 10:21:40,260,4,0.2,25.8,303.7,0.6,308.6,0.6,0,0,0,0,50,228.7,0.8,235.5,0.8,228.1,0.8,110,1,,
123456789B987654,2023-01-02 10:16:40,310,4,0.2,25,308.1,0.7,304.7,0.7,0,0,0,0,49.98,230.5,0.8,238.9,0.8,232.7,0.8,110,1,,
123456789B987654,2023-01-02 10:11:40,260,4,0.1,25.5,303.9,0.6,308.9,0.6,0,0,0,0,50.01,229,0.8,237.6,0.8,231.6,0.8,110,1,,
123456789B987654,2023-01-02 10:06:40,210,4,0.1,24.5,300,0.5,304.9,0.5,0,0,0,0,49.99,227.5,0.7,238.5,0.7,231.6,0.7,110,1,,
123456789B987654,2023-01-02 10:01:40,160,4,0.1,23.9,304.1,0.4,304.1,0.4,0,0,0,0,49.98,228.3,0.7,239.2,0.7,231,0.7,110,1,,
123456789B987654,2023-01-02 09:56:40,160,4,0.1,23.9,302.5,0.4,299.3,0.4,0,0,0,0,49.97,228.3,0.7,239.4,0.7,232,0.7,110,1,,
123456789B987654,2023-01-02 09:51:40,110,4,0.1,24.7,302.4,0.4,299,0.3,0,0,0,0,49.97,225.4,0.7,237.5,0.7,229.7,0.7,110,1,,
123456789B987654,2023-01-02 09:46:40,60,4,0.1,23.5,299.1,0.3,303.2,0.3,0,0,0,0,49.96,228.1,0.7,239.5,0.7,230.5,0.7,110,1,,
123456789B987654,2023-01-02 09:41:40,70,4,0.1,23.4,307.5,0.3,295.2,0.3,0,0,0,0,49.98,226.5,0.7,237.5,0.6,228.4,0.7,110,1,,
123456789B987654,2023-01-02 09:36:40,90,4,0.1,24.1,302.5,0.3,298.9,0.3,0,0,0,0,49.96,225.5,0.7,237.4,0.7,227.7,0.7,110,1,,
123456789B987654,2023-01-02 09:31:40,150,4,0.1,23.3,298.6,0.4,310.8,0.4,0,0,0,0,49.96,226.5,0.7,237.5,0.7,228.7,0.7,110,1,,
123456789B987654,2023-01-02 09:26:40,190,4,0,22.9,304.1,0.5,306.7,0.5,0,0,0,0,49.99,226.9,0.8,235.8,0.7,229.2,0.8,110,1,,
123456789B987654,2023-01-02 09:21:40,210,4,0,22.5,300.4,0.5,299,0.5,0,0,0,0,49.99,225.6,0.7,238.1,0.7,228.8,0.7,110,1,,
123456789B987654,2023-01-02 09:16:40,140,4,0,22.7,299.8,0.4,302.8,0.4,0,0,0,0,49.98,223.7,0.7,233.7,0.7,227.2,0.7,110,1,,
123456789B987654,2023-01-02 09:11:40,70,4,0,21.6,300.5,0.3,295,0.3,0,0,0,0,49.98,225.5,0.7,234.1,0.6,227.1,0.7,110,1,,
123456789B987654,2023-01-02 09:06:40,30,4,0,21.8,300.6,0.2,306.8,0.2,0,0,0,0,49.99,224.1,0.7,235.6,0.6,227.9,0.7,110,1,,
123456789B987654,2023-01-02 09:01:40,20,4,0,21.4,292.4,0.2,298.6,0.2,0,0,0,0,50.01,226.7,0.7,236.1,0.6,228.2,0.7,110,1,,
123456789B987654,2023-01-02 08:56:40,20,4,0,20.2,248.2,0.2,255.7,0.2,0,0,0,0,49.98,226.4,0,235.2,0.1,228.4,0,110,1,,
123456789B987654,2023-01-01 17:00:08,20,4,2.5,25.2,153.1,0.1,141.4,0.1,0,0,0,0,49.98,227.4,0.7,231.6,0.7,224.5,0.7,110,1,,
123456789B987654,2023-01-01 16:55:08,20,4,2.5,25.3,164.8,0.1,160.6,0.1,0,0,0,0,49.96,225.2,0.7,232.2,0.7,223.3,0.7,110,1,,
123456789B987654,2023-01-01 16:50:08,20,4,2.5,25.4,195.6,0.1,192.8,0.1,0,0,0,0,49.97,226.5,0.7,234.1,0.7,225.8,0.7,110,1,,
123456789B987654,2023-01-01 16:45:08,20,4,2.5,25.4,255.1,0.1,202.4,0.1,0,0,0,0,49.97,225.8,0.7,233.3,0.7,223.1,0.8,110,1,,
123456789B987654,2023-01-01 16:40:08,20,4,2.5,25.2,214.9,0.1,214,0.1,0,0,0,0,49.97,226.9,0.7,234.4,0.7,224.1,0.7,110,1,,
123456789B987654,2023-01-01 16:35:08,20,4,2.5,25.2,225,0.1,221.4,0.2,0,0,0,0,49.98,227.1,0.7,233.5,0.7,224.5,0.7,110,1,,
123456789B987654,2023-01-01 16:30:08,20,4,2.5,25.2,229.1,0.2,229.3,0.2,0,0,0,0,50,227,0.7,232.8,0.7,226.3,0.7,110,1,,
123456789B987654,2023-01-01 16:25:08,20,4,2.5,25.2,237.5,0.2,291,0.1,0,0,0,0,50.01,225.4,0.7,230.1,0.7,226.7,0.7,110,1,,
123456789B987654,2023-01-01 16:20:08,20,4,2.5,25.7,239.1,0.2,239.1,0.2,0,0,0,0,50.01,225.6,0.7,229.4,0.7,226.2,0.7,110,1,,
123456789B987654,2023-01-01 16:15:08,20,4,2.5,25.5,296.1,0.2,292.6,0.2,0,0,0,0,50,223.6,0.7,229,0.7,224.2,0.7,110,1,,
123456789B987654,2023-01-01 16:10:08,20,4,2.5,26.4,291.8,0.2,292.3,0.2,0,0,0,0,50.01,223,0.7,230.1,0.7,224.1,0.7,110,1,,
123456789B987654,2023-01-01 16:05:08,20,4,2.5,26.4,290.3,0.2,290.6,0.2,0,0,0,0,50.04,223.2,0.7,230.7,0.7,225.5,0.7,110,1,,
123456789B987654,2023-01-01 16:00:08,40,4,2.5,26.2,298.1,0.2,298.4,0.2,0,0,0,0,50.02,223.8,0.7,230.4,0.7,225.9,0.7,110,1,,
123456789B987654,2023-01-01 15:55:08,30,4,2.5,26.4,298.2,0.2,306.5,0.2,0,0,0,0,49.99,223.6,0.7,232.2,0.7,227.9,0.7,110,1,,
123456789B987654,2023-01-01 15:50:08,60,4,2.5,25.7,298,0.3,298.4,0.3,0,0,0,0,50,224.9,0.7,233,0.7,226.1,0.7,110,1,,
123456789B987654,2023-01-01 15:45:08,60,4,2.5,25.8,298,0.3,298.4,0.3,0,0,0,0,49.98,224,0.7,232.9,0.7,227.4,0.7,110,1,,
123456789B987654,2023-01-01 15:40:08,70,4,2.5,25.8,298.1,0.3,302.5,0.3,0,0,0,0,49.97,223.9,0.7,233.1,0.7,226.2,0.7,110,1,,
123456789B987654,2023-01-01 15:35:08,70,4,2.4,26.2,302.1,0.3,306.5,0.3,0,0,0,0,50.01,224.4,0.7,232.8,0.7,224.2,0.7,110,1,,
123456789B987654,2023-01-01 15:30:08,100,4,2.4,26.9,297.7,0.3,294.2,0.3,0,0,0,0,50,223,0.7,233.7,0.6,221.9,0.7,110,1,,
123456789B987654,2023-01-01 15:25:08,90,4,2.4,26.8,297.7,0.3,302.4,0.3,0,0,0,0,50.02,222.3,0.7,232.4,0.7,224.2,0.7,110,1,,
123456789B987654,2023-01-01 15:20:08,80,4,2.4,26.4,294,0.3,298.6,0.3,0,0,0,0,50.03,220.4,0.7,234.2,0.7,223.7,0.7,110,1,,
123456789B987654,2023-01-01 15:15:08,70,4,2.4,26.2,294.1,0.3,298.4,0.3,0,0,0,0,50.04,222.8,0.7,232.5,0.7,223.7,0.7,110,1,,
123456789B987654,2023-01-01 15:10:08,50,4,2.4,26,281.9,0.3,294.4,0.2,0,0,0,0,50.02,220.4,0.7,231.6,0.7,225.5,0.7,110,1,,
123456789B987654,2023-01-01 15:05:08,40,4,2.4,26.4,296,0.3,300.3,0.2,0,0,0,0,50.05,223.3,0.7,232.2,0.7,225.2,0.7,110,1,,
123456789B987654,2023-01-01 15:00:08,90,4,2.4,27.3,295.8,0.3,300.4,0.3,0,0,0,0,49.99,224.2,0.7,231.8,0.7,224.1,0.7,110,1,,
123456789B987654,2023-01-01 14:55:08,160,4,2.4,26.4,296,0.5,304.6,0.4,0,0,0,0,49.97,226.5,0.7,234,0.7,226.5,0.7,110,1,,
123456789B987654,2023-01-01 14:50:08,210,4,2.4,27.1,299.9,0.5,296.4,0.5,0,0,0,0,49.99,226.2,0.7,235.3,0.7,223.5,0.8,110,1,,
123456789B987654,2023-01-01 14:45:08,190,4,2.4,26.8,300.1,0.5,304.3,0.5,0,0,0,0,49.99,224.7,0.7,234.9,0.7,225.1,0.7,110,1,,
123456789B987654,2023-01-01 14:40:08,290,4,2.3,27.4,303.6,0.6,300.7,0.6,0,0,0,0,49.97,223.6,0.8,235.1,0.7,224.9,0.8,110,1,,
123456789B987654,2023-01-01 14:35:08,320,4,2.3,26.9,305.7,0.7,298.4,0.7,0,0,0,0,49.98,223.9,0.8,233.7,0.8,225.8,0.8,110,1,,
123456789B987654,2023-01-01 14:30:08,330,4,2.3,27,301.8,0.7,290.5,0.7,0,0,0,0,49.97,223.8,0.8,235.6,0.8,226,0.8,110,1,,
123456789B987654,2023-01-01 14:25:08,400,4,2.3,28.2,302,0.9,306.3,0.8,0,0,0,0,49.99,224.6,0.9,234.2,0.9,225.3,0.9,110,1,,
123456789B987654,2023-01-01 14:20:08,320,3,2.2,27.1,293.9,0.7,302.4,0.7,0,0,0,0,50.01,224.3,0.8,233.9,0.8,227.3,0.8,110,1,,
123456789B987654,2023-01-01 14:15:08,400,3,2.2,28.3,297.8,0.9,298.2,0.8,0,0,0,0,50.02,223.5,0.9,234.3,0.9,227.9,0.9,110,1,,
123456789B987654,2023-01-01 14:10:08,320,3,2.2,27.2,297.7,0.7,298.5,0.7,0,0,0,0,50.01,223.1,0.8,233.5,0.8,228.2,0.8,110,1,,
123456789B987654,2023-01-01 14:05:08,390,3,2.1,28.3,297.9,0.8,302.5,0.8,0,0,0,0,50.04,225.5,0.9,232.9,0.8,228.9,0.8,110,1,,
123456789B987654,2023-01-01 14:00:08,370,3,2.1,28,294.1,0.8,302.4,0.8,0,0,0,0,50,225.1,0.9,232.9,0.8,227.7,0.9,110,1,,
123456789B987654,2023-01-01 13:55:08,360,3,2.1,27.6,302.4,0.8,298.3,0.8,0,0,0,0,49.99,225.8,0.8,233.3,0.8,227.5,0.8,110,1,,
123456789B987654,2023-01-01 13:50:08,300,3,2.1,27.7,302.1,0.7,294.4,0.7,0,0,0,0,49.99,225.8,0.8,234,0.8,225.9,0.8,110,1,,
123456789B987654,2023-01-01 13:45:08,410,3,2,29,305.7,0.9,302.3,0.8,0,0,0,0,49.99,223,0.9,234.1,0.8,225.8,0.9,110,1,,
123456789B987654,2023-01-01 13:40:08,540,3,2,28,301.9,1.1,302.2,1.1,0,0,0,0,50,224.6,1,233.7,1,225.4,1,110,1,,
123456789B987654,2023-01-01 13:35:08,640,3,1.9,29,312.4,1.2,308.5,1.2,0,0,0,0,50,224.5,1.1,236,1.1,229.1,1.1,110,1,,
123456789B987654,2023-01-01 13:30:08,530,3,1.9,28.1,303.7,1.1,296.6,1.1,0,0,0,0,50,226.7,1,234.2,1,226.5,1,110,1,,
123456789B987654,2023-01-01 13:25:08,580,3,1.8,28.5,304.1,1.2,308.6,1.1,0,0,0,0,50.01,227.8,1.1,232.6,1.1,226.9,1.1,110,1,,
123456789B987654,2023-01-01 13:20:08,680,3,1.8,29.7,304.1,1.3,307.5,1.3,0,0,0,0,50.01,226,1.2,232.3,1.2,222.3,1.2,110,1,,
123456789B987654,2023-01-01 13:15:08,660,3,1.7,29.6,308.1,1.3,304.3,1.2,0,0,0,0,50.02,224.3,1.1,231.9,1.1,225.8,1.1,110,1,,
123456789B987654,2023-01-01 13:10:08,630,3,1.7,29.3,303.6,1.2,308.3,1.2,0,0,0,0,50,224.5,1.1,230.8,1.1,225.2,1.1,110,1,,
123456789B987654,2023-01-01 13:05:08,550,3,1.6,29.1,283.3,1.3,333.1,0.9,0,0,0,0,50,223.8,1,230.6,1,225.4,1,110,1,,
123456789B987654,2023-01-01 13:00:08,740,3,1.6,29,301.8,1.4,306.5,1.4,0,0,0,0,50.01,225.3,1.2,230.8,1.2,224.9,1.3,110,1,,
123456789B987654,2023-01-01 12:55:08,780,3,1.5,28.8,317.9,1.4,310.3,1.4,0,0,0,0,50.02,225.1,1.3,232.4,1.3,225.7,1.3,110,1,,
123456789B987654,2023-01-01 12:50:08,810,3,1.5,28.7,309.7,1.5,310.1,1.5,0,0,0,0,50.02,226.1,1.3,229.7,1.3,224.9,1.4,110,1,,
123456789B987654,2023-01-01 12:45:08,830,3,1.4,28.5,305.4,1.6,302.2,1.5,0,0,0,0,50,226.9,1.4,230.4,1.4,226.2,1.4,110,1,,
123456789B987654,2023-01-01 12:40:08,760,3,1.3,28.5,314.1,1.4,306.3,1.4,0,0,0,0,50,225.4,1.3,230.1,1.3,225.6,1.3,110,1,,
123456789B987654,2023-01-01 12:35:08,570,3,1.3,28.5,310.2,1.1,298.2,1.1,0,0,0,0,49.96,223.3,1.1,228.1,1,224,1.1,110,1,,
123456789B987654,2023-01-01 12:30:08,690,2,1.2,29.8,309.8,1.3,290.3,1.3,0,0,0,0,49.98,222.7,1.2,229,1.2,225.6,1.2,110,1,,
123456789B987654,2023-01-01 12:25:08,820,2,1.1,28.5,305.7,1.5,310.2,1.5,0,0,0,0,49.98,223.9,1.4,231.6,1.3,225.6,1.3,110,1,,
123456789B987654,2023-01-01 12:20:08,830,2,1.1,28.3,310,1.6,306.5,1.5,0,0,0,0,50,224.9,1.4,230.9,1.3,226.7,1.4,110,1,,
123456789B987654,2023-01-01 12:15:08,870,2,1,28.1,310.1,1.6,310.6,1.6,0,0,0,0,50,226.8,1.4,232,1.4,227,1.4,110,1,,
123456789B987654,2023-01-01 12:10:08,810,2,0.9,27.9,310,1.5,306.6,1.5,0,0,0,0,50.02,226.4,1.3,232,1.3,226.9,1.3,110,1,,
123456789B987654,2023-01-01 12:05:08,740,2,0.9,28,310,1.4,310.2,1.4,0,0,0,0,50.03,226.1,1.3,231.4,1.2,226.1,1.3,110,1,,
123456789B987654,2023-01-01 12:00:08,680,2,0.8,28.7,307.8,1.3,304.5,1.3,0,0,0,0,49.98,225,1.2,234,1.2,227.6,1.2,110,1,,
123456789B987654,2023-01-01 11:55:07,740,2,0.8,27.8,308.1,1.4,304.4,1.4,0,0,0,0,49.96,224.2,1.3,235.1,1.2,229.5,1.2,110,1,,
123456789B987654,2023-01-01 11:50:08,750,2,0.7,27.3,311.9,1.4,312.4,1.4,0,0,0,0,49.99,223.3,1.2,230.8,1.2,228.1,1.2,110,1,,
123456789B987654,2023-01-01 11:45:08,580,2,0.6,27,303.9,1.1,304.3,1.1,0,0,0,0,49.99,225.2,1,228.6,1,228.6,1,110,1,,
123456789B987654,2023-01-01 11:40:07,590,2,0.6,27.2,303.7,1.2,304.3,1.1,0,0,0,0,49.98,225.4,1.1,231.3,1.1,228,1.1,110,1,,
123456789B987654,2023-01-01 11:35:08,610,2,0.5,27.2,307.7,1.2,308,1.2,0,0,0,0,49.98,227.1,1.1,232.2,1.1,227.9,1.1,110,1,,
123456789B987654,2023-01-01 11:30:07,590,2,0.5,26.8,305.9,1.2,302.3,1.1,0,0,0,0,49.99,228.6,1,232.3,1,227.4,1,110,1,,
