inverter_sn,date,ac_power,ac_energy_total,ac_energy_today,temperature,dc_1_voltage,dc_1_current,dc_2_voltage,dc_2_current,dc_3_voltage,dc_3_current,dc_4_voltage,dc_4_current,ac_frequency,ac_r_voltage,ac_r_current,ac_s_voltage,ac_s_current,ac_t_voltage,ac_t_current,ac_power_ratio,ac_power_limit_factor,error_description,error_category
123456789B987654,2023-01-01 11:25:08,600,2,0.4,26.7,305.7,1.2,306.4,1.1,0,0,0,0,50,229.4,1.1,229.7,1.1,226.4,1.1,110,1,,
123456789B987654,2023-01-01 11:20:08,520,2,0.4,26.2,306,1,298.2,1,0,0,0,0,49.99,229.3,1,233.1,1,228.7,1,110,1,,
123456789B987654,2023-01-01 11:15:07,400,2,0.4,26.6,305.9,0.8,302.6,0.8,0,0,0,0,49.95,228.5,0.8,232.7,0.9,228.8,0.8,110,1,,
123456789B987654,2023-01-01 11:10:08,360,2,0.3,25.4,305.9,0.8,302.2,0.8,0,0,0,0,49.93,228.9,0.8,231.5,0.8,228.7,0.8,110,1,,
123456789B987654,2023-01-01 11:05:08,350,2,0.3,25.2,297.8,0.8,310.3,0.7,0,0,0,0,49.92,227.7,0.8,231.7,0.8,229.9,0.8,110,1,,
123456789B987654,2023-01-01 11:00:07,340,2,0.3,25.2,305.6,0.7,302.4,0.7,0,0,0,0,49.94,227.5,0.7,233.2,0.7,229.2,0.7,110,1,,
123456789B987654,2023-01-01 10:55:08,270,1,0.2,26,305.8,0.6,298.5,0.6,0,0,0,0,49.95,228.4,0.7,233.5,0.7,228.9,0.7,110,1,,
123456789B987654,2023-01-01 10:50:08,310,1,0.2,25.1,302.2,0.7,302.4,0.7,0,0,0,0,49.95,228.2,0.7,232.9,0.7,229.7,0.7,110,1,,
123456789B987654,2023-01-01 10:45:07,370,1,0.2,24.7,306.2,0.8,306.3,0.8,0,0,0,0,49.96,228.2,0.8,234,0.8,230.5,0.8,110,1,,
123456789B987654,2023-01-01 10:40:08,240,1,0.2,25.6,305.7,0.6,302.2,0.6,0,0,0,0,49.97,227,0.7,232.6,0.7,230.2,0.7,110,1,,
123456789B987654,2023-01-01 10:35:08,250,1,0.1,25.5,306,0.6,306.3,0.6,0,0,0,0,49.97,226.5,0.7,233.2,0.7,229.8,0.7,110,1,,
123456789B987654,2023-01-01 10:30:07,320,1,0.1,24.3,299.7,0.7,304.3,0.7,0,0,0,0,49.96,228.7,0.8,233,0.8,231.3,0.8,110,1,,
123456789B987654,2023-01-01 10:25:08,320,1,0.1,23.9,295.9,0.7,304.4,0.7,0,0,0,0,49.96,228.6,0.7,234.5,0.7,228.6,0.8,110,1,,
123456789B987654,2023-01-01 10:20:07,220,1,0.1,24.1,303.9,0.5,308.4,0.5,0,0,0,0,49.95,228.7,0.6,234.7,0.6,229.8,0.6,110,1,,
123456789B987654,2023-01-01 10:15:07,160,1,0.1,23,295.9,0.5,292.4,0.4,0,0,0,0,49.95,227.7,0.6,236,0.6,229,0.6,110,1,,
123456789B987654,2023-01-01 10:10:08,20,1,0,23.4,295.7,0.2,310.5,0.1,0,0,0,0,49.94,227.8,0.6,234.3,0.6,227.7,0.6,110,1,,
123456789B987654,2023-01-01 10:05:07,20,1,0,23.4,292,0.2,252.8,0.2,0,0,0,0,49.94,227.2,0.6,235.2,0.5,228.1,0.6,110,1,,
123456789B987654,2023-01-01 10:00:07,20,1,0,22.8,298.1,0.2,292.7,0.2,0,0,0,0,49.99,226.5,0.6,234.7,0.6,229.5,0.6,110,1,,
123456789B987654,2023-01-01 09:55:08,20,1,0,22.3,298.1,0.2,292.9,0.2,0,0,0,0,50.01,228.3,0.6,235.3,0.6,228.2,0.6,110,1,,
123456789B987654,2023-01-01 09:50:07,40,1,0,22.7,297.9,0.2,296.8,0.2,0,0,0,0,50.01,228.7,0.6,236.1,0.6,228.7,0.6,110,1,,
123456789B987654,2023-01-01 09:45:08,40,1,0,22,293.7,0.2,304.7,0.2,0,0,0,0,50.01,227,0.6,236.4,0.5,229.9,0.6,110,1,,
123456789B987654,2023-01-01 09:40:07,70,1,0,21,301.8,0.3,298.4,0.3,0,0,0,0,50.01,228.8,0.6,236.4,0.6,228.1,0.6,110,1,,
123456789B987654,2023-01-01 09:35:07,40,1,0,21,293.8,0.2,278.6,0.2,0,0,0,0,50,229.4,0.5,235.7,0.6,227.3,0.6,110,1,,
123456789B987654,2022-12-31 17:04:43,20,1,1.7,25.4,155.1,0.1,149.3,0.1,0,0,0,0,49.99,221.3,0.7,229.5,0.6,220.6,0.7,110,1,,
123456789B987654,2022-12-31 16:59:42,20,1,1.7,25.5,167.7,0.1,163.6,0.1,0,0,0,0,50.01,219.8,0.7,232.9,0.7,220.8,0.7,110,1,,
123456789B987654,2022-12-31 16:54:43,20,1,1.7,25.6,199.9,0.1,198.6,0.2,0,0,0,0,49.97,221.5,0.7,231.6,0.7,221.9,0.7,110,1,,
123456789B987654,2022-12-31 16:49:43,20,1,1.7,25.4,209.7,0.2,209,0.2,0,0,0,0,49.97,220.5,0.7,232.4,0.6,222.8,0.7,110,1,,
123456789B987654,2022-12-31 16:44:42,20,1,1.7,25.4,223.6,0.2,223.7,0.2,0,0,0,0,49.94,220.2,0.7,230.3,0.7,224.4,0.7,110,1,,
123456789B987654,2022-12-31 16:39:43,20,1,1.7,25.3,228.7,0.2,228.3,0.2,0,0,0,0,49.96,221.9,0.7,229.9,0.6,222.8,0.7,110,1,,
123456789B987654,2022-12-31 16:34:43,20,1,1.7,25.5,235.7,0.2,279.7,0.2,0,0,0,0,49.97,224.9,0.7,232.3,0.7,223.8,0.7,110,1,,
123456789B987654,2022-12-31 16:29:42,20,1,1.7,25.4,293.3,0.2,287.8,0.2,0,0,0,0,49.95,224.8,0.7,233.8,0.6,225,0.7,110,1,,
123456789B987654,2022-12-31 16:24:43,20,1,1.7,26,289.2,0.2,299.8,0.2,0,0,0,0,49.95,223.8,0.7,232.8,0.6,225.6,0.7,110,1,,
123456789B987654,2022-12-31 16:19:42,20,1,1.7,26.5,293.2,0.2,299.9,0.2,0,0,0,0,49.97,224.2,0.7,233.9,0.7,225.7,0.7,110,1,,
123456789B987654,2022-12-31 16:14:42,20,1,1.7,26.6,289.4,0.2,291.9,0.2,0,0,0,0,49.97,225.8,0.7,234.4,0.6,226.7,0.7,110,1,,
123456789B987654,2022-12-31 16:09:43,40,1,1.7,25.6,276.9,0.3,275.6,0.3,0,0,0,0,49.97,225.5,0.7,232.2,0.7,226.9,0.7,110,1,,
123456789B987654,2022-12-31 16:04:42,70,1,1.7,25.9,295.3,0.3,289.7,0.3,0,0,0,0,49.99,225,0.7,233.1,0.7,227.7,0.7,110,1,,
123456789B987654,2022-12-31 15:59:43,90,1,1.7,26.6,291.1,0.4,289.6,0.3,0,0,0,0,50,225,0.7,235.4,0.7,228.7,0.7,110,1,,
123456789B987654,2022-12-31 15:54:43,100,1,1.7,26.8,287.2,0.4,297.8,0.3,0,0,0,0,49.97,225.7,0.7,233.7,0.7,228.1,0.7,110,1,,
123456789B987654,2022-12-31 15:49:42,100,1,1.7,26.7,307,0.3,301.8,0.4,0,0,0,0,49.96,226.5,0.7,232.8,0.7,228.8,0.7,110,1,,
123456789B987654,2022-12-31 15:44:43,110,1,1.7,26.8,299.5,0.4,293.8,0.4,0,0,0,0,49.97,227.2,0.7,233,0.7,227.3,0.7,110,1,,
123456789B987654,2022-12-31 15:39:43,110,1,1.7,26.9,307.1,0.4,305.7,0.3,0,0,0,0,49.98,227.4,0.7,232.8,0.7,225.7,0.7,110,1,,
123456789B987654,2022-12-31 15:34:42,200,1,1.6,26,301.1,0.5,299.7,0.5,0,0,0,0,50,225.9,0.8,234.9,0.7,228,0.8,110,1,,
123456789B987654,2022-12-31 15:29:43,220,1,1.6,26.8,297.3,0.6,299.8,0.5,0,0,0,0,50.01,228.3,0.7,233.5,0.7,228.2,0.8,110,1,,
123456789B987654,2022-12-31 15:24:43,180,1,1.6,25.9,289,0.5,303.9,0.5,0,0,0,0,49.97,227.4,0.7,233.1,0.7,227.2,0.7,110,1,,
123456789B987654,2022-12-31 15:19:42,170,1,1.6,25.8,297.1,0.5,291.8,0.5,0,0,0,0,49.97,228.1,0.7,233.7,0.7,226.3,0.7,110,1,,
123456789B987654,2022-12-31 15:14:43,170,1,1.6,25.9,297.4,0.5,299.8,0.5,0,0,0,0,49.98,225.7,0.7,234.4,0.7,226.7,0.7,110,1,,
123456789B987654,2022-12-31 15:09:42,220,1,1.6,26.4,297,0.5,287.8,0.5,0,0,0,0,49.98,226.3,0.8,234.1,0.7,228.7,0.8,110,1,,
123456789B987654,2022-12-31 15:04:42,300,1,1.5,26.2,293.5,0.7,295.8,0.7,0,0,0,0,49.97,226,0.8,234.6,0.8,228.7,0.8,110,1,,
123456789B987654,2022-12-31 14:59:42,250,1,1.5,26.9,289.3,0.6,287.8,0.6,0,0,0,0,49.97,226.1,0.7,233.8,0.7,227.9,0.7,110,1,,
123456789B987654,2022-12-31 14:54:42,230,1,1.5,27.2,292.9,0.6,295.7,0.6,0,0,0,0,49.95,225.9,0.7,231.6,0.7,228.9,0.7,110,1,,
123456789B987654,2022-12-31 14:49:42,290,1,1.5,26.5,289.3,0.7,295.9,0.7,0,0,0,0,49.97,226.2,0.8,230.6,0.8,229.7,0.8,110,1,,
123456789B987654,2022-12-31 14:44:42,260,1,1.5,26.9,297.1,0.6,295.9,0.6,0,0,0,0,49.96,225.8,0.7,230.4,0.7,226.9,0.7,110,1,,
123456789B987654,2022-12-31 14:39:42,250,1,1.4,27.1,297.1,0.6,295.7,0.6,0,0,0,0,49.96,225.8,0.7,229.8,0.7,226.4,0.8,110,1,,
123456789B987654,2022-12-31 14:34:43,280,1,1.4,26.6,295,0.7,289.6,0.6,0,0,0,0,49.98,223.6,0.8,228.6,0.8,227.9,0.8,110,1,,
123456789B987654,2022-12-31 14:29:42,220,1,1.4,27.4,291,0.6,301.9,0.5,0,0,0,0,49.96,223,0.7,229.7,0.7,225.6,0.7,110,1,,
123456789B987654,2022-12-31 14:24:42,370,1,1.4,27.2,299.2,0.8,293.9,0.8,0,0,0,0,49.98,221.2,0.9,233.2,0.8,223.9,0.9,110,1,,
123456789B987654,2022-12-31 14:19:43,450,1,1.3,27.5,299.2,1,293.6,0.9,0,0,0,0,49.98,221.7,0.9,233.1,0.9,227.1,0.9,110,1,,
123456789B987654,2022-12-31 14:14:42,260,1,1.3,27,295.2,0.6,289.8,0.6,0,0,0,0,49.99,223.6,0.8,233.9,0.7,227,0.8,110,1,,
123456789B987654,2022-12-31 14:09:42,450,1,1.3,27.7,299.2,1,297.4,0.9,0,0,0,0,49.97,225.6,1,234.3,0.9,227.2,1,110,1,,
123456789B987654,2022-12-31 14:04:42,510,1,1.2,26.4,293.1,1.1,299.9,1,0,0,0,0,49.97,221.5,1,237.2,0.9,228.2,1,110,1,,
123456789B987654,2022-12-31 13:59:42,480,1,1.2,27.2,305,1,299.9,1,0,0,0,0,49.98,222.8,1,235.8,0.9,228.1,0.9,110,1,,
123456789B987654,2022-12-31 13:54:42,400,1,1.2,27.3,301.3,0.9,295.7,0.9,0,0,0,0,49.97,224.7,0.9,232.4,0.9,228.7,0.9,110,1,,
123456789B987654,2022-12-31 13:49:42,440,1,1.1,27.4,297.1,0.9,291.3,0.9,0,0,0,0,49.97,223.7,0.9,234,0.8,227.1,0.9,110,1,,
123456789B987654,2022-12-31 13:44:42,380,1,1.1,26.8,297,0.8,307.6,0.8,0,0,0,0,49.98,225.9,0.8,233.9,0.8,225.7,0.9,110,1,,
123456789B987654,2022-12-31 13:39:42,270,1,1.1,26.4,296.9,0.7,303.8,0.6,0,0,0,0,49.97,222.9,0.9,232.9,0.8,226.4,0.9,110,1,,
123456789B987654,2022-12-31 13:34:42,290,1,1,26.2,304.9,0.7,295.7,0.7,0,0,0,0,49.98,223.5,0.8,230.3,0.8,227.9,0.8,110,1,,
123456789B987654,2022-12-31 13:29:42,420,1,1,27.1,301.1,0.9,295.7,0.9,0,0,0,0,50,221.4,0.9,232.3,0.8,228.7,0.8,110,1,,
123456789B987654,2022-12-31 13:24:42,280,1,1,26.1,305.1,0.7,299.7,0.6,0,0,0,0,49.98,222,0.8,233.8,0.7,226.7,0.8,110,1,,
123456789B987654,2022-12-31 13:19:42,110,1,1,26.6,297.3,0.4,299.7,0.4,0,0,0,0,49.98,222.3,0.7,234.1,0.6,225.3,0.7,110,1,,
123456789B987654,2022-12-31 13:14:42,110,0,0.9,26.6,285.1,0.4,295.9,0.3,0,0,0,0,49.99,223.1,0.7,232.2,0.7,226.3,0.7,110,1,,
123456789B987654,2022-12-31 13:09:43,130,0,0.9,25.8,293.2,0.4,279.8,0.4,0,0,0,0,49.99,222.7,0.7,232.4,0.7,224,0.8,110,1,,
123456789B987654,2022-12-31 13:04:42,130,0,0.9,25.7,299.2,0.4,301.8,0.4,0,0,0,0,49.99,224.8,0.7,234.1,0.7,224.8,0.7,110,1,,
123456789B987654,2022-12-31 12:59:42,120,0,0.9,26,291.1,0.4,293.8,0.4,0,0,0,0,50,223.1,0.7,231.6,0.7,225.4,0.7,110,1,,
123456789B987654,2022-12-31 12:54:42,130,0,0.9,26,291.3,0.4,289.8,0.4,0,0,0,0,49.98,221.4,0.7,232.3,0.6,225,0.7,110,1,,
123456789B987654,2022-12-31 12:49:42,160,0,0.9,25.8,294.4,0.5,293.7,0.5,0,0,0,0,49.98,223,0.7,230.9,0.7,222.5,0.7,110,1,,
123456789B987654,2022-12-31 12:44:42,150,0,0.9,25.8,290.2,0.5,293.9,0.4,0,0,0,0,49.98,224.6,0.7,228.7,0.7,225.8,0.7,110,1,,
123456789B987654,2022-12-31 12:39:42,210,0,0.9,26.9,291.5,0.6,289.7,0.5,0,0,0,0,49.99,222.7,0.7,229.8,0.7,227.4,0.7,110,1,,
123456789B987654,2022-12-31 12:34:42,190,0,0.8,26.3,295.9,0.5,292.1,0.5,0,0,0,0,49.98,223.7,0.7,230.3,0.7,226.1,0.7,110,1,,
123456789B987654,2022-12-31 12:29:42,180,0,0.8,26.2,287.9,0.5,287.8,0.5,0,0,0,0,49.99,225.2,0.7,229.9,0.7,226.3,0.7,110,1,,
123456789B987654,2022-12-31 12:24:42,280,0,0.8,27,302.5,0.6,292,0.6,0,0,0,0,50,223.6,0.8,231.5,0.8,225,0.8,110,1,,
123456789B987654,2022-12-31 12:19:42,600,0,0.8,27.2,307.8,1.2,295.8,1.2,0,0,0,0,49.99,225.7,1.1,230.9,1,225,1.1,110,1,,
123456789B987654,2022-12-31 12:14:42,560,0,0.7,26.6,303.8,1.1,307.7,1.1,0,0,0,0,49.99,224.8,1,231.2,1,226.3,1,110,1,,
123456789B987654,2022-12-31 12:09:42,430,0,0.7,27.5,294.9,0.9,295.9,0.9,0,0,0,0,49.99,224.8,0.9,229.8,0.9,226.8,0.9,110,1,,
123456789B987654,2022-12-31 12:04:42,340,0,0.6,26.2,296.2,0.8,295.8,0.7,0,0,0,0,49.99,222.6,0.8,229.1,0.8,223.9,0.8,110,1,,
123456789B987654,2022-12-31 11:59:42,430,0,0.6,27.5,298.7,0.9,295.7,0.9,0,0,0,0,49.99,222.9,0.9,230.2,0.9,226.4,0.9,110,1,,
123456789B987654,2022-12-31 11:54:42,320,0,0.6,26.2,295.6,0.7,299.8,0.7,0,0,0,0,50,224.9,0.8,230,0.8,224.6,0.8,110,1,,
123456789B987654,2022-12-31 11:49:42,590,0,0.5,27.1,298.6,1.2,303.9,1.2,0,0,0,0,50,224.2,1.1,230.4,1.1,223.9,1.1,110,1,,
123456789B987654,2022-12-31 11:44:42,650,0,0.5,27.5,303.9,1.3,307.7,1.2,0,0,0,0,50.01,228.3,1.1,232.2,1.1,224.3,1.1,110,1,,
123456789B987654,2022-12-31 11:39:42,640,0,0.4,27.3,307.9,1.3,299.7,1.3,0,0,0,0,49.99,226.8,1.2,231.1,1.1,224.9,1.2,110,1,,
123456789B987654,2022-12-31 11:34:42,530,0,0.4,25.7,304.5,1.1,297.9,1.1,0,0,0,0,49.98,225.2,1,232.4,1,225.2,1,110,1,,
123456789B987654,2022-12-31 11:29:42,420,0,0.3,26.8,297.9,0.9,301.8,0.9,0,0,0,0,49.98,225.1,0.9,232,0.9,226.1,0.9,110,1,,
123456789B987654,2022-12-31 11:24:42,360,0,0.3,25.4,302.3,0.8,297.7,0.8,0,0,0,0,50,225.5,0.8,232.3,0.8,225.9,0.8,110,1,,
123456789B987654,2022-12-31 11:19:42,240,0,0.3,26.2,293.1,0.6,297.7,0.6,0,0,0,0,50,224.9,0.8,231.4,0.7,225.9,0.8,110,1,,
123456789B987654,2022-12-31 11:14:42,300,0,0.2,25.3,297.5,0.7,297.4,0.7,0,0,0,0,49.99,225.4,0.8,231.1,0.8,224.7,0.8,110,1,,
123456789B987654,2022-12-31 11:09:42,320,0,0.2,25,300.8,0.7,293.7,0.7,0,0,0,0,49.99,224.9,0.8,231,0.8,227,0.8,110,1,,
123456789B987654,2022-12-31 11:04:42,260,0,0.2,25.7,291,0.7,303.7,0.6,0,0,0,0,49.99,225.7,0.8,232.3,0.7,225.7,0.8,110,1,,
123456789B987654,2022-12-31 10:59:42,300,0,0.2,25.2,303.5,0.7,299.9,0.7,0,0,0,0,49.99,227.1,0.8,231.9,0.8,226.7,0.8,110,1,,
123456789B987654,2022-12-31 10:54:42,410,0,0.1,26,303.1,0.9,304,0.9,0,0,0,0,50.01,226.4,0.9,231.6,0.9,227.3,0.9,110,1,,
123456789B987654,2022-12-31 10:49:42,180,0,0.1,24.4,298.8,0.5,299.9,0.5,0,0,0,0,49.99,226.7,0.8,230.6,0.8,226.1,0.8,110,1,,
123456789B987654,2022-12-31 10:44:42,30,0,0.1,24.3,294.2,0.3,303.7,0.2,0,0,0,0,50.01,224.9,0.7,229.5,0.7,227.3,0.7,110,1,,
123456789B987654,2022-12-31 10:39:42,70,0,0.1,24.8,295.2,0.3,299.7,0.3,0,0,0,0,50.02,226.3,0.7,228.7,0.7,225.3,0.7,110,1,,
123456789B987654,2022-12-31 10:34:42,130,0,0.1,24.7,294.4,0.4,287.7,0.4,0,0,0,0,49.99,224.9,0.7,228.6,0.7,225.2,0.7,110,1,,
123456789B987654,2022-12-31 10:29:42,130,0,0.1,24.3,290.9,0.4,299.8,0.4,0,0,0,0,50.02,227.4,0.7,230.3,0.7,227.4,0.7,110,1,,
123456789B987654,2022-12-31 10:24:42,100,0,0.1,25.1,295,0.4,292.1,0.3,0,0,0,0,50.01,226.5,0.7,230.8,0.7,228.6,0.7,110,1,,
123456789B987654,2022-12-31 10:19:42,170,0,0.1,23.7,291.1,0.5,295.8,0.4,0,0,0,0,50.01,226.4,0.7,230.9,0.7,228,0.7,110,1,,
123456789B987654,2022-12-31 10:14:42,90,0,0.1,24.6,299.4,0.3,291.8,0.3,0,0,0,0,50,225.8,0.7,229.9,0.7,228.1,0.7,110,1,,
123456789B987654,2022-12-31 10:09:42,140,0,0,23.9,302.6,0.4,283.8,0.4,0,0,0,0,49.98,225.9,0.7,231.5,0.7,225.8,0.7,110,1,,
123456789B987654,2022-12-31 10:04:42,170,0,0,23.3,285,0.5,289.7,0.5,0,0,0,0,49.96,226.1,0.8,231.1,0.8,226.6,0.8,110,1,,
123456789B987654,2022-12-31 09:59:42,90,0,0,24.1,293.3,0.3,289.9,0.3,0,0,0,0,50,224.1,0.7,231.7,0.7,225.4,0.8,110,1,,
123456789B987654,2022-12-31 09:54:42,160,0,0,23,293.5,0.5,293.7,0.4,0,0,0,0,49.99,225.2,0.8,230.8,0.7,225.1,0.8,110,1,,
123456789B987654,2022-12-31 09:49:42,140,0,0,23.1,296.8,0.4,285.7,0.4,0,0,0,0,49.99,227.1,0.7,231.2,0.7,226.3,0.8,110,1,,
123456789B987654,2022-12-31 09:44:42,70,0,0,23.1,288.9,0.3,293.8,0.3,0,0,0,0,50,226.5,0.8,231.1,0.8,225.9,0.8,110,1,,
123456789B987654,2022-12-31 09:39:42,50,0,0,22.5,285.8,0.3,289.8,0.2,0,0,0,0,49.98,225.5,0.7,231.9,0.7,225.7,0.7,110,1,,
123456789B987654,2022-12-31 09:34:42,70,0,0,22.2,299.5,0.3,291.7,0.3,0,0,0,0,50,225.2,0.7,231.7,0.7,224.7,0.7,110,1,,
123456789B987654,2022-12-31 09:29:42,70,0,0,22,287.3,0.3,295.8,0.3,0,0,0,0,49.99,224.4,0.7,234.3,0.7,226.8,0.8,110,1,,
123456789B987654,2022-12-31 09:24:42,60,0,0,21.4,295.5,0.3,291.7,0.3,0,0,0,0,49.98,226.3,0.8,233.1,0.8,227.6,0.8,110,1,,
123456789B987654,2022-12-31 09:19:42,20,0,0,21.6,287.7,0.2,283.8,0.2,0,0,0,0,49.99,225.4,0.8,233,0.7,227.3,0.8,110,1,,
123456789B987654,2022-12-31 09:14:42,20,0,0,21.6,291.2,0.2,283.8,0.2,0,0,0,0,50,222.9,0.7,232.2,0.7,221.2,0.8,110,1,,
123456789B987654,2022-12-31 09:10:35,20,0,0,21.1,295.4,0.2,295.8,0.2,0,0,0,0,50,222.1,0.6,231.4,0.5,222.8,0.6,110,1,,
123456789B987654,2022-12-31 09:09:42,30,0,0,21,287,0.2,279.9,0.2,0,0,0,0,49.98,222.1,0.7,231.2,0.7,222.9,0.7,110,1,,
123456789B987654,2022-12-31 09:06:45,20,0,0,20.6,281.5,0.2,288,0.2,0,0,0,0,49.99,220.4,0.7,230.9,0.7,225,0.7,110,1,,
123456789B987654,2022-12-31 09:04:42,20,0,0,20,243.6,0.2,233.7,0.1,0,0,0,0,49.97,220.8,0,231.9,0.1,224.9,0,110,1,,
